,CreditScore,Balance,NumOfProducts,EstimatedSalary,Exited,Geography_France,Geography_Germany,Geography_Spain,Gender_Female,Gender_Male,HasCrCard_No,HasCrCard_Yes,IsActiveMember_No,IsActiveMember_Yes,Tenure-group_0-2,Tenure-group_2-4,Tenure-group_4-6,Tenure-group_6-8,Tenure-group_8-10,Age-group_1-20,Age-group_20-40,Age-group_40-60,Age-group_60-80,Age-group_80-100
9247,786,80895.44,2,64945.57,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9248,629,0.0,2,190347.72,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9249,787,171646.76,1,100791.36,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
9250,713,109121.71,1,167873.49,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
9251,541,109844.81,1,25289.23,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9252,451,140931.82,1,20388.77,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
9253,644,0.0,2,145089.64,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9254,686,0.0,2,179093.26,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9255,847,101543.51,4,16025.17,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
9256,765,102708.77,1,9087.81,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9257,678,149000.91,2,21472.42,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9258,539,83459.86,1,146752.67,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0
9259,800,75893.11,2,132562.23,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9260,799,167395.6,2,139537.43,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
9261,629,0.0,2,133672.61,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
9262,734,71283.09,2,38984.37,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
9263,542,0.0,2,115217.59,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9264,414,0.0,2,93844.82,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
9265,675,104016.88,1,22068.83,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9266,683,127616.56,1,123846.07,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9267,748,154737.88,2,172638.13,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9268,596,0.0,2,1591.19,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9269,642,125476.31,1,91775.51,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9270,499,176511.08,1,153920.22,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9271,649,110783.28,1,71420.16,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9272,739,141642.92,2,172149.76,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
9273,616,0.0,2,54706.75,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9274,560,0.0,1,183358.21,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
9275,427,75681.52,1,57098.0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9276,435,0.0,1,156910.46,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
9277,633,0.0,1,130224.73,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9278,443,161111.45,1,13946.66,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9279,727,0.0,2,38652.96,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
9280,674,72494.69,1,140041.78,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
9281,661,133964.3,1,166187.1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9282,619,0.0,1,139919.38,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9283,562,0.0,2,28137.03,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9284,633,157201.48,1,50368.63,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
9285,551,95679.29,1,94978.1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
9286,720,106230.92,1,69903.93,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9287,688,0.0,2,177607.77,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9288,635,81231.85,2,196731.08,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9289,561,81480.27,2,65234.6,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9290,850,73059.38,1,186281.0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9291,636,117559.05,2,111573.3,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9292,461,186445.31,2,196767.83,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
9293,771,137657.71,2,72985.61,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9294,713,133889.35,1,143265.65,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9295,658,134562.8,1,159268.67,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9296,586,100781.75,2,54448.41,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9297,737,174356.13,1,31928.5,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
9298,742,190125.43,2,21793.59,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9299,824,146266.0,1,21903.62,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9300,701,164046.1,1,49405.93,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9301,623,123536.52,2,154908.52,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
9302,744,0.0,2,182867.84,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9303,698,171848.38,1,16957.45,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9304,616,0.0,2,93717.55,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
9305,662,139562.05,2,61636.22,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9306,594,0.0,2,95864.5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9307,685,168001.34,2,167400.29,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9308,742,0.0,2,131534.96,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9309,678,123356.63,1,92934.41,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
9310,651,0.0,2,119808.64,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9311,585,125845.66,1,9439.31,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
9312,579,45408.85,2,18732.91,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9313,722,125977.81,1,160162.42,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9314,613,147262.11,1,53630.9,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9315,694,133767.19,1,36405.21,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
9316,550,108806.96,3,61446.92,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
9317,741,106036.52,1,194686.78,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
9318,668,0.0,1,134483.07,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
9319,529,0.0,2,37769.98,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9320,636,0.0,2,2382.61,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9321,563,82182.1,1,106826.92,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
9322,767,0.0,2,39511.61,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9323,644,76817.0,4,196371.13,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9324,780,142550.25,2,122506.78,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
9325,635,0.0,2,61994.2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9326,641,103711.56,1,192464.21,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9327,593,0.0,1,5194.95,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9328,540,128369.75,2,198256.15,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9329,663,0.0,2,62634.94,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9330,630,0.0,2,114006.35,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9331,605,166133.28,1,107994.99,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
9332,710,148214.36,1,48571.14,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
9333,755,121206.96,1,76016.49,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
9334,641,0.0,2,180808.39,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9335,737,127552.85,2,4225.11,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
9336,695,159458.53,1,135841.35,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9337,466,102085.72,1,183536.24,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
9338,558,142537.18,1,88791.83,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9339,665,182781.74,2,63732.9,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9340,737,0.0,2,1364.54,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9341,654,0.0,2,149184.15,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9342,619,0.0,2,53394.12,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9343,845,152063.59,2,97910.06,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
9344,727,110997.76,1,101433.76,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9345,582,148942.0,1,116944.3,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9346,716,0.0,1,113267.48,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9347,660,84438.57,1,181449.51,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9348,664,93920.47,1,179913.98,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
9349,801,158713.08,2,98586.14,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
9350,615,0.0,3,120321.09,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
9351,718,123204.88,1,100538.8,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0
9352,667,72945.29,2,98931.5,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9353,670,178742.71,1,194493.57,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9354,590,0.0,2,143628.31,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9355,739,0.0,1,167030.51,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9356,373,0.0,1,77786.37,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
9357,418,0.0,1,81014.5,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9358,837,0.0,2,41866.26,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9359,645,140121.17,1,11302.7,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9360,552,132906.88,1,149384.43,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9361,580,179334.83,2,169303.65,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9362,684,137179.39,1,37264.11,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9363,634,0.0,2,19515.48,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9364,607,119960.29,2,103068.22,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9365,802,127414.55,1,134459.12,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9366,736,0.0,1,70496.66,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9367,629,137409.19,1,175877.7,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9368,737,0.0,2,106390.01,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9369,718,0.0,1,52138.49,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9370,561,0.0,4,18522.91,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
9371,641,112494.99,1,32231.6,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9372,677,78133.15,1,174225.88,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9373,641,0.0,2,102021.39,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9374,658,145553.07,1,31484.76,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9375,659,123593.22,2,82469.06,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
9376,567,0.0,1,110900.43,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
9377,584,146286.22,1,105105.35,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9378,709,111827.27,2,12674.68,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9379,690,0.0,2,93255.85,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9380,627,94416.78,1,145299.5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0
9381,765,91549.78,1,47139.44,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9382,645,59568.57,1,167723.25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9383,716,94464.81,2,185900.88,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9384,771,0.0,1,85876.67,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
9385,687,95368.14,2,1787.85,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9386,717,102185.42,2,23231.93,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9387,524,144875.71,1,187740.04,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9388,679,0.0,2,100060.54,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9389,538,0.0,1,80130.54,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9390,752,113291.05,2,132467.54,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9391,846,0.0,2,96202.44,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
9392,532,0.0,2,94977.3,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9393,670,111677.88,1,178827.3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9394,597,131101.04,1,192852.67,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9395,627,76101.81,2,177238.35,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
9396,700,0.0,2,199753.97,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9397,766,92510.9,2,66193.61,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
9398,488,0.0,2,181270.84,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9399,694,77652.4,1,25407.59,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9400,639,98360.03,1,20973.8,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
9401,705,115518.07,1,76544.9,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
9402,810,27288.43,1,110509.9,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
9403,638,0.0,1,164247.51,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9404,595,0.0,2,105149.8,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
9405,575,0.0,1,55868.97,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9406,850,131996.66,2,178747.43,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9407,419,121580.42,1,134720.51,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9408,640,132436.34,1,978.66,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9409,570,0.0,2,183387.12,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
9410,640,107978.4,2,155876.06,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
9411,689,78119.59,4,119259.34,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9412,725,98684.15,1,133720.57,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
9413,751,0.0,2,170634.49,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9414,544,0.0,1,125692.07,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9415,768,129264.05,2,19150.14,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
9416,648,131753.41,1,86894.67,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9417,577,0.0,2,57975.8,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9418,639,0.0,1,82938.99,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9419,686,57422.62,1,79189.4,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9420,657,0.0,2,5177.62,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
9421,613,144094.2,1,44510.26,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9422,701,147510.34,1,190611.92,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9423,578,161592.76,1,177834.79,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9424,689,0.0,2,119446.64,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9425,687,0.0,2,50267.69,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
9426,499,75225.53,2,144849.1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
9427,693,0.0,2,81901.6,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9428,737,87542.89,2,42576.86,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
9429,651,144581.96,1,87609.5,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9430,753,122568.05,2,82820.85,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9431,523,172231.93,1,155144.12,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
9432,458,171932.26,2,9578.24,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9433,643,0.0,2,170392.59,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9434,638,0.0,2,3946.29,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
9435,685,111798.06,2,102184.66,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9436,684,0.0,3,75609.84,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9437,670,79336.61,1,26170.08,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9438,701,120916.52,3,144727.45,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
9439,705,142905.51,1,58134.97,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9440,593,0.0,3,94620.0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
9441,651,96834.78,1,108764.69,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9442,741,105261.76,2,149503.54,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9443,596,123544.0,1,120314.75,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9444,581,127913.71,2,44205.95,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9445,689,95328.6,1,6129.61,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9446,544,73218.89,1,126796.69,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
9447,718,0.0,2,27509.52,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
9448,583,149995.72,2,42143.55,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9449,663,123674.28,2,87985.2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9450,666,124125.26,1,81884.8,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9451,524,159035.45,1,2705.31,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9452,599,0.0,2,30546.4,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9453,667,156811.74,1,149402.59,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9454,727,0.0,2,118429.02,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
9455,689,0.0,2,58442.25,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
9456,639,150555.83,1,30414.17,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
9457,678,109137.12,1,58814.41,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
9458,523,158351.02,2,155304.53,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9459,650,0.0,1,187943.6,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9460,744,0.0,2,43036.6,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9461,697,0.0,2,26543.28,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0
9462,800,0.0,2,171928.04,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
9463,664,0.0,1,35611.35,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
9464,740,0.0,2,19047.23,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
9465,835,0.0,2,39820.13,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
9466,559,0.0,1,129013.59,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
9467,676,82729.49,1,113810.12,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9468,613,142765.24,2,34749.65,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
9469,713,121172.97,1,56268.98,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
9470,751,132932.14,2,46630.47,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
9471,523,123374.46,1,124906.59,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9472,775,161371.5,1,134869.93,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
9473,608,0.0,2,36697.48,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
9474,673,79563.36,2,172200.91,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
9475,616,0.0,2,137136.46,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
9476,650,138232.24,1,57594.78,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
9477,655,0.0,1,36548.0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
9478,782,81571.05,1,182960.46,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
9479,781,0.0,2,42117.9,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
9480,593,95927.04,1,199478.05,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9481,505,116932.59,1,91092.84,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0
9482,707,0.0,2,14090.4,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
9483,692,79551.12,1,178267.07,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
9484,813,116416.94,1,85808.22,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
9485,850,88141.1,1,109659.12,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
9486,753,177729.13,1,161642.08,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9487,850,0.0,1,3830.59,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9488,671,123912.78,2,146636.44,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9489,791,0.0,1,144413.92,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
